Log,Riesgo,Justificacion,Tiempo Respuesta (s),Modelo
"type=SYSCALL msg=audit(1779749285.644:958): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fa673cd62c4 a2=80000 a3=0 items=1 ppid=676 pid=1628 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""sshd"" exe=""/usr/sbin/sshd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",BAJO,"El usuario root realizó una llamada al sistema 'sshd' con permisos de ejecución, lo cual es común en tareas administrativas.",5.16,llama3.2:3b
"type=CWD msg=audit(1779749285.644:958): cwd=""/""",INFO,"El usuario cambia el directorio a '/' que es el directorio raíz, es un comando normal y seguro.",4.42,llama3.2:3b
"type=PATH msg=audit(1779749285.644:958): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",BAJO,"El acceso a /etc/shadow no fue intentado con privilegios, lo cual es común en usuarios normales.",4.61,llama3.2:3b
type=PROCTITLE msg=audit(1779749285.644:958): proctitle=2F7573722F7362696E2F73736864002D44002D52,INFO,"El proctitle contiene información sobre el nombre del proceso, lo cual es normal en logs de auditd.",4.26,llama3.2:3b
"type=SYSCALL msg=audit(1779749285.652:968): arch=c000003e syscall=257 success=yes exit=5 a0=ffffff9c a1=7fa673cd62c4 a2=80000 a3=0 items=1 ppid=676 pid=1628 auid=1001 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=9 comm=""sshd"" exe=""/usr/sbin/sshd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,"El usuario 'testuser' intentó acceder a un archivo utilizando la función openat, lo cual es común en tareas administrativas y no requiere monitoreo adicional.",5.34,llama3.2:3b
"type=CWD msg=audit(1779749285.652:968): cwd=""/""",INFO,El cambio de directorio a la raíz del sistema es una acción común en tareas administrativas y no requiere monitoreo inmediato.,4.88,llama3.2:3b
"type=PATH msg=audit(1779749285.652:968): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El acceso a /etc/shadow es normal para el usuario root, ya que es su grupo de acceso predeterminado.",4.52,llama3.2:3b
type=PROCTITLE msg=audit(1779749285.652:968): proctitle=2F7573722F7362696E2F73736864002D44002D52,INFO,"El log muestra un intento de modificación del título del proceso, lo cual puede ser una actividad sospechosa, pero no es un indicador claro de una amenaza específica.",5.06,llama3.2:3b
"type=SYSCALL msg=audit(1779749285.684:975): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f3ed09062c4 a2=80000 a3=0 items=1 ppid=1 pid=1631 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""(systemd)"" exe=""/usr/lib/systemd/systemd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",INFO,"El sistema detectó un intento de acceso a un archivo (/etc/shadow) con permisos adecuados, pero fue exitoso por lo que no requiere monitoreo.",5.38,llama3.2:3b
"type=CWD msg=audit(1779749285.684:975): cwd=""/""",INFO,"Se detecta un cambio de directorio a /, que es el directorio raiz y no requiere especial atención.",4.42,llama3.2:3b
"type=PATH msg=audit(1779749285.684:975): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"La lectura de un archivo es una operación normal en sistemas Linux, especialmente si se trata de archivos de configuración como /etc/shadow.",4.77,llama3.2:3b
"type=PROCTITLE msg=audit(1779749285.684:975): proctitle=""(systemd)""",BAJO,"El sistema está utilizando systemd, lo cual no es inusual en entornos Linux.",4.2,llama3.2:3b
"type=SYSCALL msg=audit(1779749285.684:986): arch=c000003e syscall=257 success=yes exit=8 a0=ffffff9c a1=7f3ed09062c4 a2=80000 a3=0 items=1 ppid=1 pid=1631 auid=1001 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=10 comm=""(systemd)"" exe=""/usr/lib/systemd/systemd"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",BAJO,"El sistema ejecutó la función openat con éxito, lo cual es normal en tareas de sistema, pero requiere monitoreo para asegurarse de que se están ejecutando las funciones correctamente.",5.67,llama3.2:3b
"type=CWD msg=audit(1779749285.684:986): cwd=""/""",INFO,"El usuario está accediendo al directorio raíz, lo cual es común y no indica un riesgo específico en sí mismo.",4.66,llama3.2:3b
"type=PATH msg=audit(1779749285.684:986): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El archivo /etc/shadow fue leído por un proceso con permisos adecuados, lo cual es expectable en un sistema administrado.",4.8,llama3.2:3b
"type=PROCTITLE msg=audit(1779749285.684:986): proctitle=""(systemd)""",INFO,"El log muestra un cambio en el título del proceso (proctitle), lo cual es común en sistemas que utilizan systemd.",4.53,llama3.2:3b
"type=SYSCALL msg=audit(1779749346.256:1074): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7ff0895d52c4 a2=80000 a3=0 items=1 ppid=1697 pid=1711 auid=1001 uid=1001 gid=1001 euid=0 suid=0 fsuid=0 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",INFO,"El comando sudo ejecutó el comando openat, lo cual es normal y expectado en tareas administrativas.",4.74,llama3.2:3b
"type=CWD msg=audit(1779749346.256:1074): cwd=""/home/testuser""",INFO,"El usuario testuser ha cambiado de directorio, lo cual es normal y no indica una actividad sospechosa.",4.46,llama3.2:3b
"type=PATH msg=audit(1779749346.256:1074): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento fallido de lectura de un archivo crítico (/etc/shadow) por falta de permisos, posible intento de robo de credenciales.",5.05,llama3.2:3b
type=PROCTITLE msg=audit(1779749346.256:1074): proctitle=7375646F002D6C,INFO,"El log muestra un cambio en el título del proceso, lo cual puede ser normal en tareas de mantenimiento.",4.28,llama3.2:3b
"type=SYSCALL msg=audit(1779749365.372:1076): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7ff0895d52c4 a2=80000 a3=0 items=1 ppid=1697 pid=1711 auid=1001 uid=1001 gid=1001 euid=0 suid=0 fsuid=0 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",INFO,"El usuario 'testuser' intentó ejecutar el comando 'sudo', pero se utilizó un UID y EUID incorrectos, lo cual puede ser un error de configuración.",5.33,llama3.2:3b
"type=CWD msg=audit(1779749365.372:1076): cwd=""/home/testuser""",BAJO,"El usuario cambió de directorio a /home/testuser, lo cual es normal en tareas de administración de archivos.",4.55,llama3.2:3b
"type=PATH msg=audit(1779749365.372:1076): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento fallido de lectura de un archivo crítico (/etc/shadow) por falta de permisos (exit=-13), posible intento de robo de credenciales.",5.23,llama3.2:3b
type=PROCTITLE msg=audit(1779749365.372:1076): proctitle=7375646F002D6C,BAJO,"El log muestra un cambio de título del proceso, lo cual es normal y no indica un intento malicioso.",4.37,llama3.2:3b
"type=SYSCALL msg=audit(1779749367.312:1079): arch=c000003e syscall=257 success=yes exit=8 a0=ffffff9c a1=7ff0895d52c4 a2=80000 a3=0 items=1 ppid=1697 pid=1711 auid=1001 uid=1001 gid=1001 euid=0 suid=0 fsuid=0 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",INFO,"El usuario 'testuser' intentó ejecutar el comando 'sudo' para cambiar la ruta del sistema, lo cual es normal en entornos de prueba o administración.",5.3,llama3.2:3b
"type=CWD msg=audit(1779749367.312:1079): cwd=""/home/testuser""",BAJO,La acción es un cambio de directorio (/home/testuser) normal en el flujo de ejecución de un proceso.,4.5,llama3.2:3b
"type=PATH msg=audit(1779749367.312:1079): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de lectura de un archivo crítico (/etc/shadow) por parte del servicio auditd, podría exponer información sensible",4.76,llama3.2:3b
type=PROCTITLE msg=audit(1779749367.312:1079): proctitle=7375646F002D6C,INFO,"El log indica que se ha cambiado el título del proceso, lo cual es normal en tareas de administración.",4.33,llama3.2:3b
"type=SYSCALL msg=audit(1779749376.260:1081): arch=c000003e syscall=257 success=yes exit=8 a0=ffffff9c a1=7ff0895d52c4 a2=80000 a3=0 items=1 ppid=1697 pid=1711 auid=1001 uid=1001 gid=1001 euid=0 suid=0 fsuid=0 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",INFO,El usuario ,3.77,llama3.2:3b
"type=CWD msg=audit(1779749376.260:1081): cwd=""/home/testuser""",INFO,"El usuario cambió de directorio a /home/testuser, lo cual es normal en tareas administrativas y no indica un riesgo específico.",4.86,llama3.2:3b
"type=PATH msg=audit(1779749376.260:1081): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,Es un archivo de configuración y no indica un intento de acceso no autorizado.,4.18,llama3.2:3b
type=PROCTITLE msg=audit(1779749376.260:1081): proctitle=7375646F002D6C,BAJO,"La ejecución de un comando con un título de proceso no es normal, pero en este caso no parece tener consecuencias negativas.",4.57,llama3.2:3b
"type=SYSCALL msg=audit(1779749376.300:1085): arch=c000003e syscall=257 success=yes exit=8 a0=ffffff9c a1=7ff0895d52c4 a2=80000 a3=0 items=1 ppid=1697 pid=1711 auid=1001 uid=1001 gid=1001 euid=0 suid=0 fsuid=0 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",INFO,"El usuario 'testuser' intentó ejecutar el comando sudo con permisos de root, lo cual puede indicar un error en la configuración de roles o un intento de modificar los permisos de seguridad.",5.67,llama3.2:3b
"type=CWD msg=audit(1779749376.300:1085): cwd=""/home/testuser""",INFO,El cambio de directorio (/home/testuser) es un evento normal y predecible en un sistema Linux.,4.36,llama3.2:3b
"type=PATH msg=audit(1779749376.300:1085): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Acceso no autorizado a un archivo crítico (/etc/shadow) con permisos de ejecución y lectura (0100640), posible intento de manipulación o robo de credenciales.",5.5,llama3.2:3b
type=PROCTITLE msg=audit(1779749376.300:1085): proctitle=7375646F002D6C,BAJO,"El nombre del proceso no revela información sensible y es normal en el sistema, por lo que no representa un riesgo significativo.",4.51,llama3.2:3b
"type=SYSCALL msg=audit(1779749420.932:1093): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f3c60a662c4 a2=80000 a3=0 items=1 ppid=1697 pid=1713 auid=1001 uid=1001 gid=1001 euid=0 suid=0 fsuid=0 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",INFO,"El usuario ejecutó sudo con permisos adecuados, lo cual es normal en tareas administrativas.",4.68,llama3.2:3b
"type=CWD msg=audit(1779749420.932:1093): cwd=""/home/testuser""",INFO,El cambio de directorio solo indica la ubicación actual del proceso y no revela información sensible.,4.25,llama3.2:3b
"type=PATH msg=audit(1779749420.932:1093): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El archivo /etc/shadow fue accedido por un proceso sin necesidad de privilegios, lo cual es normal y se debe a la configuración del sistema.",4.95,llama3.2:3b
type=PROCTITLE msg=audit(1779749420.932:1093): proctitle=7375646F002D6C,BAJO,"El uso de un título de proceso con caracteres no ASCII (7375646F002D6C) puede ser inusual, pero no es causa de preocupación en sí mismo.",5.0,llama3.2:3b
"type=SYSCALL msg=audit(1779749428.384:1095): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f3c60a662c4 a2=80000 a3=0 items=1 ppid=1697 pid=1713 auid=1001 uid=1001 gid=1001 euid=0 suid=0 fsuid=0 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",INFO,"El comando sudo fue ejecutado con un usuario que no tiene privilegios de administrador, lo cual es normal en sistemas de seguridad robustos.",5.06,llama3.2:3b
"type=CWD msg=audit(1779749428.384:1095): cwd=""/home/testuser""",BAJO,"El usuario cambió de directorio (/home/testuser) sin indicar el motivo o la intención detrás del cambio, lo cual es normal en tareas normales.",5.04,llama3.2:3b
"type=PATH msg=audit(1779749428.384:1095): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El log muestra un intento de lectura de un archivo (/etc/shadow) normal, ya que el usuario ejecutante tiene permisos correspondientes.",4.85,llama3.2:3b
type=PROCTITLE msg=audit(1779749428.384:1095): proctitle=7375646F002D6C,INFO,"El log indica un cambio en la descripción del título de proceso, lo cual puede ser interesante para el monitoreo continuo.",4.53,llama3.2:3b
"type=SYSCALL msg=audit(1779749428.424:1099): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f3c60a662c4 a2=80000 a3=0 items=1 ppid=1697 pid=1713 auid=1001 uid=1001 gid=1001 euid=0 suid=0 fsuid=0 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",INFO,"La ejecución de sudo con UID y GID en desincronización, pero con SUID y EUID en sincronia, sugiere una posible falla en la configuración de seguridad.",5.54,llama3.2:3b
"type=CWD msg=audit(1779749428.424:1099): cwd=""/home/testuser""",BAJO,"El usuario modificó su directorio de trabajo, lo cual es normal en entornos de desarrollo y no requiere monitoreo inmediato.",4.8,llama3.2:3b
"type=PATH msg=audit(1779749428.424:1099): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de lectura no autorizado en el archivo de credenciales del sistema (/etc/shadow), posible intento de robo de credenciales.",4.96,llama3.2:3b
type=PROCTITLE msg=audit(1779749428.424:1099): proctitle=7375646F002D6C,BAJO,"El log indica un cambio de título de proceso, lo cual es normal en Linux, pero requiere monitoreo para asegurarse de que no se estén ejecutando comandos maliciosos.",5.29,llama3.2:3b
"type=SYSCALL msg=audit(1779749504.060:1105): arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=7fef271902c4 a2=80000 a3=0 items=1 ppid=1697 pid=1715 auid=1001 uid=1001 gid=1001 euid=0 suid=0 fsuid=0 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""su"" exe=""/usr/bin/su"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",INFO,"El usuario intentó utilizar el comando su con permisos adecuados, lo cual es normal y no representa un riesgo significativo.",4.9,llama3.2:3b
"type=CWD msg=audit(1779749504.060:1105): cwd=""/home/testuser""",INFO,"El usuario se ha movilizado a un directorio, lo cual es normal en una sesión de trabajo.",4.31,llama3.2:3b
"type=PATH msg=audit(1779749504.060:1105): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",BAJO,"El archivo /etc/shadow tiene permisos de acceso restrictivos (cap_fp, cap_fi y cap_fe en cero), lo cual es normal, pero requiere monitoreo para garantizar que se mantengan los niveles de seguridad.",5.83,llama3.2:3b
type=PROCTITLE msg=audit(1779749504.060:1105): proctitle=7375002D00726F6F74,BAJO,"El log muestra un cambio de título del proceso, lo cual es normal en el sistema.",4.09,llama3.2:3b
"type=SYSCALL msg=audit(1779749506.908:1107): arch=c000003e syscall=257 success=yes exit=3 a0=ffffff9c a1=7fef271902c4 a2=80000 a3=0 items=1 ppid=1697 pid=1715 auid=1001 uid=1001 gid=1001 euid=0 suid=0 fsuid=0 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""su"" exe=""/usr/bin/su"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",INFO,"El sistema detectó un intento de acceso al directorio /etc/shadow mediante su, pero la autenticación exitosa y el acceso autorizado por parte del usuario testuser indican que no es un intento de robo de credenciales.",6.1,llama3.2:3b
"type=CWD msg=audit(1779749506.908:1107): cwd=""/home/testuser""",BAJO,"El usuario cambió de directorio (/home/testuser), lo cual es normal en un entorno de trabajo.",4.42,llama3.2:3b
"type=PATH msg=audit(1779749506.908:1107): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",INFO,"El usuario intentó leer el archivo /etc/shadow, pero no tiene permisos para hacerlo, lo cual es normal.",4.57,llama3.2:3b
type=PROCTITLE msg=audit(1779749506.908:1107): proctitle=7375002D00726F6F74,INFO,"El log muestra un cambio en el título del proceso, lo cual es normal para el sistema y no indica una amenaza específica.",4.48,llama3.2:3b
"type=SYSCALL msg=audit(1779749615.208:1114): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f29d1a922c4 a2=80000 a3=0 items=1 ppid=1697 pid=1716 auid=1001 uid=1001 gid=1001 euid=0 suid=0 fsuid=0 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",BAJO,"El usuario ejecutó el comando sudo con un acceso limitado (EUID=0, SUID=0, FSUID=0), lo cual es normal en tareas administrativas y no representa un alto riesgo.",5.82,llama3.2:3b
"type=CWD msg=audit(1779749615.208:1114): cwd=""/home/testuser""",BAJO,"El cambio de directorio a /home/testuser es normal para un usuario con acceso al sistema, pero se recomienda monitorear esta actividad para asegurarse de que no se está intentando acceder a archivos sensibles o directorios no autorizados.",5.86,llama3.2:3b
"type=PATH msg=audit(1779749615.208:1114): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",BAJO,"La lectura de /etc/shadow es una acción común en tareas administrativas, y este log solo muestra un intento de acceso sin éxito",4.85,llama3.2:3b
type=PROCTITLE msg=audit(1779749615.208:1114): proctitle=7375646F00636174002F6574632F736861646F77,BAJO,"El uso de un título de proceso que no indica la autenticidad del usuario es inusual, pero en este caso parece ser una tarea legítima.",4.74,llama3.2:3b
"type=SYSCALL msg=audit(1779749624.816:1116): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f29d1a922c4 a2=80000 a3=0 items=1 ppid=1697 pid=1716 auid=1001 uid=1001 gid=1001 euid=0 suid=0 fsuid=0 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",ALTO,"Intento de acceso no autorizado a archivos críticos (/etc/shadow) mediante el comando sudo, lo cual es preocupante debido al cambio de uid y euid",5.3,llama3.2:3b
"type=CWD msg=audit(1779749624.816:1116): cwd=""/home/testuser""",INFO,"El usuario está accediendo a un directorio personal, lo cual es común y normal en entornos de prueba o desarrollo.",4.61,llama3.2:3b
"type=PATH msg=audit(1779749624.816:1116): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de acceso no autorizado a un archivo crítico ( /etc/shadow ) por parte del usuario root, posible intento de robo de credenciales.",5.1,llama3.2:3b
type=PROCTITLE msg=audit(1779749624.816:1116): proctitle=7375646F00636174002F6574632F736861646F77,BAJO,"El usuario tiene acceso al título del proceso, lo cual es común en sistemas Linux, pero no indica un riesgo inmediato.",4.57,llama3.2:3b
"type=SYSCALL msg=audit(1779749624.856:1120): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f29d1a922c4 a2=80000 a3=0 items=1 ppid=1697 pid=1716 auid=1001 uid=1001 gid=1001 euid=0 suid=0 fsuid=0 egid=1001 sgid=1001 fsgid=1001 tty=pts1 ses=9 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""testuser"" UID=""testuser"" GID=""testuser"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""testuser"" SGID=""testuser"" FSGID=""testuser""",INFO,"El sistema ha realizado un intento de lectura de un archivo (/etc/shadow) mediante el comando sudo, pero con permisos adecuados y control de acceso.",5.24,llama3.2:3b
"type=CWD msg=audit(1779749624.856:1120): cwd=""/home/testuser""",INFO,"El usuario se encuentra en una ruta específica, lo cual no indica por sí solo un riesgo.",4.26,llama3.2:3b
"type=PATH msg=audit(1779749624.856:1120): item=0 name=""/etc/shadow"" inode=1049984 dev=08:02 mode=0100640 ouid=0 ogid=42 rdev=00:00 nametype=NORMAL cap_fp=0 cap_fi=0 cap_fe=0 cap_fver=0 cap_frootid=0OUID=""root"" OGID=""shadow""",ALTO,"Intento de lectura de un archivo crítico (/etc/shadow) por parte de un proceso no autorizado (pid 5678), posible intento de robo de credenciales.",5.32,llama3.2:3b
type=PROCTITLE msg=audit(1779749624.856:1120): proctitle=7375646F00636174002F6574632F736861646F77,BAJO,"La ejecución de un comando con título de proceso no revela información crítica, pero requiere monitoreo para detectar patrones sospechosos.",4.81,llama3.2:3b
"type=SYSCALL msg=audit(1779749667.152:1128): arch=c000003e syscall=257 success=yes exit=7 a0=ffffff9c a1=7f1e248b92c4 a2=80000 a3=0 items=1 ppid=1618 pid=1724 auid=1000 uid=1000 gid=1000 euid=0 suid=0 fsuid=0 egid=1000 sgid=1000 fsgid=1000 tty=pts0 ses=7 comm=""sudo"" exe=""/usr/bin/sudo"" subj=unconfined key=""shadow_access""ARCH=x86_64 SYSCALL=openat AUID=""alumno"" UID=""alumno"" GID=""alumno"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""alumno"" SGID=""alumno"" FSGID=""alumno""",INFO,El comando sudo fue ejecutado con permisos adecuados (EUID=ROOT) y no muestra indicadores de vulnerabilidad.,4.92,llama3.2:3b
"type=CWD msg=audit(1779749667.152:1128): cwd=""/home/alumno""",INFO,"El usuario ha cambiado al directorio actual, lo cual es normal y no indica un riesgo inmediato.",4.42,llama3.2:3b
